total_pixels,area,lesion_percentage,perimeter,compactness,solidity,eccentricity,border_pixels,image_name,mask_name
370881,33075.0,0.089179548156956,870.9087296526011,1.8248852909273297,0.870280226286015,0.8769595176963276,757,PAT_1000_31_620.png,PAT_1000_31_620_mask.png
101124,2510.0,0.024821011827063803,226.71067811865476,1.6295225186367641,0.9348230912476723,0.8998735924068738,206,PAT_1006_53_385.png,PAT_1006_53_385_mask.png
68644,1401.0,0.020409649787308432,139.74011537017762,1.109159991205483,0.9797202797202798,0.6046029567209678,124,PAT_1006_53_716.png,PAT_1006_53_716_mask.png
519841,127640.0,0.2455366160037396,1630.0773439350246,1.6566080334368425,0.9110700290508854,0.6801259861496587,1418,PAT_1008_59_297.png,PAT_1008_59_297_mask.png
48841,2128.0,0.04356995147519502,195.29646455628165,1.4262881534847738,0.9436807095343681,0.8056197830748866,175,PAT_100_393_898.png,PAT_100_393_898_mask.png
2413362,99791.0,0.04134937071189486,1192.5483399593904,1.134098420776139,0.9917709378944335,0.4753730875596034,1060,PAT_1013_82_876.png,PAT_1013_82_876_mask.png
1999396,32477.0,0.016243405508463555,732.5655839020935,1.3149439879321776,0.9687975419860991,0.7578198222111717,617,PAT_1014_86_861.png,PAT_1014_86_861_mask.png
201601,106439.0,0.5279686112668092,1277.6093065034893,1.2203530296163136,0.9823355144758337,0.7078206755302181,900,PAT_1017_97_577.png,PAT_1017_97_577_mask.png
389376,4080.0,0.010478303747534517,279.82337649086287,1.5272071839258725,0.9285389167045972,0.8928419357754013,231,PAT_1018_107_68.png,PAT_1018_107_68_mask.png
1279161,124355.0,0.09721606584315813,1380.6631303726515,1.219838508009543,0.9926323855744823,0.7697856728342982,1169,PAT_101_1041_651.png,PAT_101_1041_651_mask.png
548340,149408.0,0.2724732829995988,1550.4204896855322,1.2803104260007054,0.9767718568785507,0.7258895836232069,1340,PAT_101_1041_658.png,PAT_101_1041_658_mask.png
3223820,435029.0,0.13494208733738236,3542.89079862687,2.2960823484079107,0.9633785537440817,0.7832733325906549,3098,PAT_101_1041_898.png,PAT_101_1041_898_mask.png
236196,677.0,0.002866263611576826,97.94112549695429,1.127539196569368,0.9602836879432625,0.6065784993791299,88,PAT_1020_111_593.png,PAT_1020_111_593_mask.png
215296,3557.0,0.016521440249702736,257.48023074035524,1.483180647211235,0.8879181228157763,0.7985267630379116,226,PAT_1021_112_40.png,PAT_1021_112_40_mask.png
409600,3713.0,0.00906494140625,249.52186130069785,1.3343888041973064,0.9686929298199843,0.807027894744212,211,PAT_1022_114_756.png,PAT_1022_114_756_mask.png
127449,5132.0,0.04026708722704768,312.350288425444,1.512820186364054,0.9716016660355926,0.8889219550240346,273,PAT_1022_115_132.png,PAT_1022_115_132_mask.png
226576,2050.0,0.009047736741755526,171.05382386916236,1.135799960618649,0.9724857685009488,0.49029188504678844,152,PAT_1026_124_346.png,PAT_1026_124_346_mask.png
269361,3629.0,0.013472625955502096,246.02438661763952,1.3272706263660907,0.9789587267332075,0.6748000148718513,151,PAT_1027_128_854.png,PAT_1027_128_854_mask.png
183184,3501.0,0.019111931173028212,234.65180361560905,1.2515431242089619,0.9634012107870116,0.40642964357686884,204,PAT_1029_135_239.png,PAT_1029_135_239_mask.png
183184,2371.0,0.012943270154598655,194.32590180780448,1.2674182769370101,0.9701309328968903,0.8029271691118036,179,PAT_1029_135_983.png,PAT_1029_135_983_mask.png
131044,3422.0,0.026113366502854004,222.75230867899734,1.153863826764804,0.9763195435092724,0.6949390419928537,195,PAT_1031_148_66.png,PAT_1031_148_66_mask.png
409600,2347.0,0.00572998046875,181.1959594928933,1.1132022219738262,0.9836546521374686,0.4877524303924522,158,PAT_1033_153_301.png,PAT_1033_153_301_mask.png
182329,11378.0,0.0624036768698342,443.2031021678297,1.373819857999291,0.9254921099723442,0.6045285090635881,379,PAT_1034_161_203.png,PAT_1034_161_203_mask.png
1042441,43897.0,0.042109817246251825,833.3279938488575,1.2588884171848815,0.9615991237677984,0.6968739875949136,748,PAT_1035_165_800.png,PAT_1035_165_800_mask.png
570025,5343.0,0.009373273102056927,290.0071426749364,1.2526286787873375,0.9640923854204259,0.761919485602753,249,PAT_1036_169_687.png,PAT_1036_169_687_mask.png
396900,12621.0,0.0317989417989418,510.1147904132612,1.6407114193124521,0.9625533862111043,0.9379016032693022,431,PAT_1042_187_746.png,PAT_1042_187_746_mask.png
1218816,152196.0,0.12487200693131695,1487.9524522539969,1.157617289283755,0.9872087592755955,0.37682985263060553,1297,PAT_104_1754_276.png,PAT_104_1754_276_mask.png
511225,67610.0,0.1322509658173994,1109.1585130146568,1.4479929045684559,0.9305878628549407,0.7132161695496252,953,PAT_104_1756_151.png,PAT_104_1756_151_mask.png
474032,10864.0,0.022918283997704795,399.747258045114,1.1704998599099852,0.984147114774889,0.6735789450143997,343,PAT_1051_220_356.png,PAT_1051_220_356_mask.png
562500,19783.0,0.03516977777777778,538.9432175380074,1.1683797104409577,0.9838862087830109,0.6138885140253195,459,PAT_1057_242_297.png,PAT_1057_242_297_mask.png
1779556,30391.0,0.017077855375160995,688.5655839020935,1.2414686845789034,0.9765431702066129,0.7385779360160745,573,PAT_1061_254_813.png,PAT_1061_254_813_mask.png
322624,1255.0,0.003889977187066058,141.74011537017762,1.273890133692316,0.9282544378698225,0.6274374042544583,126,PAT_1062_264_741.png,PAT_1062_264_741_mask.png
204304,3648.0,0.017855744380922547,232.16652224137044,1.1758028216902416,0.9827586206896551,0.7422931975051958,204,PAT_1063_268_919.png,PAT_1063_268_919_mask.png
164025,3747.0,0.02284407864654778,288.9777054234135,1.7735160352642951,0.8812323612417686,0.9363685920408704,243,PAT_1063_270_593.png,PAT_1063_270_593_mask.png
173889,3012.0,0.0173213946828149,270.31475451951127,1.9305216263728822,0.918572735590119,0.43400982352547707,242,PAT_1063_271_448.png,PAT_1063_271_448_mask.png
73441,6097.0,0.08301902207213954,309.8061325481597,1.2527198569525948,0.9705507800063674,0.7204514190838094,263,PAT_1064_272_668.png,PAT_1064_272_668_mask.png
217156,6649.0,0.0306185415093297,319.8061325481597,1.2240731672351919,0.9815470918216711,0.7551612435363392,273,PAT_1064_273_980.png,PAT_1064_273_980_mask.png
118336,942.0,0.007960383991346675,115.25483399593904,1.1221671012199825,0.9622063329928499,0.5610285652242112,102,PAT_1065_276_231.png,PAT_1065_276_231_mask.png
272484,5496.0,0.020169991632536223,283.237590053236,1.161569481150202,0.9838882921589689,0.6843054874523332,253,PAT_1065_278_954.png,PAT_1065_278_954_mask.png
159201,10200.0,0.06406994930936363,394.87720036002526,1.2165055147969406,0.9724473257698542,0.6906344743395614,346,PAT_1066_281_698.png,PAT_1066_281_698_mask.png
173889,2767.0,0.01591244989619815,194.99494936611666,1.0935224467154605,0.982250621228257,0.43514451728306663,166,PAT_1066_281_99.png,PAT_1066_281_99_mask.png
123201,6646.0,0.05394436733468073,310.3919189857866,1.1535876843675825,0.9864925040819356,0.6905524811548095,264,PAT_1067_284_533.png,PAT_1067_284_533_mask.png
61504,3567.0,0.05799622788761707,245.92388155425118,1.3492376032885087,0.9074026965148817,0.4622546002074221,219,PAT_1068_285_845.png,PAT_1068_285_845_mask.png
1080560,187785.0,0.17378488931665062,1832.3931444750624,1.4228743617738129,0.970731001256158,0.8175568481636687,1547,PAT_106_158_249.png,PAT_106_158_249_mask.png
1373584,424385.0,0.3089618108539412,3721.3476887701127,2.596752794092647,0.9347996079165611,0.8288413545970754,3231,PAT_106_158_270.png,PAT_106_158_270_mask.png
265740,19575.0,0.07366222623617069,591.0853531617383,1.4203283670976274,0.9278130628495592,0.6830096190882106,507,PAT_106_159_325.png,PAT_106_159_325_mask.png
263169,57126.0,0.2170696396612063,3186.154687870049,14.141322751166081,0.49888653095443947,0.8951397497892836,2346,PAT_1070_304_845.png,PAT_1070_304_845_mask.png
495616,14483.0,0.02922222042871901,480.5584412271572,1.268890149014431,0.9514518460123506,0.4233073358437653,406,PAT_1070_305_907.png,PAT_1070_305_907_mask.png
381924,57875.0,0.1515353840031001,966.4478348960021,1.2842689033329382,0.9652429159925949,0.7739866019687767,831,PAT_1070_308_751.png,PAT_1070_308_751_mask.png
113569,4958.0,0.04365627944245349,304.5929291125633,1.4890978897106992,0.9262096020922846,0.8318292319205253,264,PAT_1071_312_841.png,PAT_1071_312_841_mask.png
322624,55513.0,0.17206717417179132,1279.9625535217633,2.348496765776718,0.8207368638930779,0.932222713558107,1147,PAT_1071_314_500.png,PAT_1071_314_500_mask.png
214369,42712.0,0.19924522668856037,938.6904755831214,1.6416669337600092,0.898424517784649,0.8664678631376723,802,PAT_1074_322_174.png,PAT_1074_322_174_mask.png
227529,146401.0,0.643438858343332,1730.4894654563445,1.6277361638226786,0.8944178686852025,0.7705226605683104,884,PAT_1074_322_242.png,PAT_1074_322_242_mask.png
417316,19017.0,0.04556978404853876,615.5290039756343,1.585423069221593,0.9094256611352877,0.6769112362504246,536,PAT_1074_322_662.png,PAT_1074_322_662_mask.png
273529,6674.0,0.024399606623063733,410.2975105768081,2.0072510675510733,0.9037237643872715,0.49522326550139567,366,PAT_1074_322_864.png,PAT_1074_322_864_mask.png
99225,2995.0,0.030183925422020662,210.0660171779821,1.172478565488894,0.9686287192755498,0.6645748806933408,179,PAT_1075_324_177.png,PAT_1075_324_177_mask.png
858402,74938.0,0.08729942381308524,1063.5189027078675,1.2010980572863528,0.9796457284789856,0.5136700098672444,926,PAT_107_160_609.png,PAT_107_160_609_mask.png
206116,2533.0,0.012289196374856877,192.5096679918781,1.164286967562906,0.9768607790204397,0.7486106209960816,166,PAT_1082_342_705.png,PAT_1082_342_705_mask.png
118336,1980.0,0.016732017306652244,230.69343417595167,2.1389242976518132,0.9,0.8566440770341358,193,PAT_1088_373_781.png,PAT_1088_373_781_mask.png
92416,8902.0,0.09632531163434903,496.34523779156075,2.202268489097721,0.9334172171542414,0.735517852062859,438,PAT_1089_375_60.png,PAT_1089_375_60_mask.png
57121,2293.0,0.040142854641900524,180.02438661763952,1.1247312475131555,0.9778251599147122,0.39298534126321955,156,PAT_1089_375_677.png,PAT_1089_375_677_mask.png
1311025,241812.0,0.18444499532808298,1982.6286424872453,1.2935852024386387,0.9725112307809867,0.6830905868655979,1737,PAT_108_161_423.png,PAT_108_161_423_mask.png
1545049,397504.0,0.2572759828329069,2616.7089450151,1.3707538386900946,0.9779730697220124,0.6499991013287757,2258,PAT_108_161_575.png,PAT_108_161_575_mask.png
779689,154387.0,0.19801100182252154,1618.444876303172,1.3501288947002954,0.958145856477028,0.5769810401750314,1384,PAT_108_161_878.png,PAT_108_161_878_mask.png
731025,94300.0,0.12899695632844294,1193.4427842621187,1.2019368469545046,0.9816678985228137,0.6495758275382556,1029,PAT_108_162_526.png,PAT_108_162_526_mask.png
1432809,63348.0,0.04421245260184714,956.7665940288701,1.1499242550796478,0.9949739272475969,0.720672076459687,847,PAT_108_162_660.png,PAT_108_162_660_mask.png
4734976,423305.0,0.0893996083612673,2964.171931812752,1.6517469699436123,0.9161236286983753,0.6465606530364456,2557,PAT_108_424_944.png,PAT_108_424_944_mask.png
136161,14816.0,0.1088123618363555,483.00209204105306,1.253017655161364,0.9647717653187472,0.6486638823238396,413,PAT_1090_376_384.png,PAT_1090_376_384_mask.png
117649,941.0,0.007998368026927556,123.49747468305833,1.289783054394163,0.9261811023622047,0.8013347474220494,109,PAT_1092_378_922.png,PAT_1092_378_922_mask.png
195364,6371.0,0.03261092115231056,355.1614716074871,1.575557380788815,0.9148477886272257,0.8686807709515406,298,PAT_1094_381_446.png,PAT_1094_381_446_mask.png
190096,1804.0,0.009489941924080465,168.2670273047588,1.248968966338335,0.9756625202812331,0.8238601373414457,143,PAT_1094_381_85.png,PAT_1094_381_85_mask.png
622521,208416.0,0.3347935250377096,1855.0895372438442,1.3139802316592313,0.9657473309608541,0.5298512304930049,1631,PAT_109_868_113.png,PAT_109_868_113_mask.png
220900,29873.0,0.13523313716613852,678.6417023478424,1.2268525895267528,0.9608864871819615,0.5046362586021741,590,PAT_109_868_723.png,PAT_109_868_723_mask.png
1071225,9940.0,0.009279096361642045,415.84776310850236,1.3844347475419214,0.9227627181581879,0.4459980410359478,362,PAT_10_18_830.png,PAT_10_18_830_mask.png
1487180,192048.0,0.12913567960838634,1732.5453813665602,1.2437972304608278,0.9738791778862976,0.6336893391015882,1501,PAT_1100_402_375.png,PAT_1100_402_375_mask.png
153664,1122.0,0.0073016451478550605,125.7401153701776,1.121359813342558,0.9722703639514731,0.6672042332498238,110,PAT_1102_408_613.png,PAT_1102_408_613_mask.png
804609,72601.0,0.09023140432185074,1193.082394568908,1.5602292220428022,0.9000644665393865,0.8270006066800757,1010,PAT_1105_420_520.png,PAT_1105_420_520_mask.png
1147041,315234.0,0.274823654952177,2808.141448540703,1.990650616843846,0.9699119727518591,0.607514510276984,2471,PAT_1107_427_352.png,PAT_1107_427_352_mask.png
1147041,91950.0,0.08016278406787551,1166.4722215136417,1.1775712778565979,0.9841276636734344,0.6309480705894516,1007,PAT_1109_436_141.png,PAT_1109_436_141_mask.png
1170724,134885.0,0.11521502933227644,1445.36666581637,1.2324875717973924,0.991007207458728,0.7874628216696122,1254,PAT_1109_437_254.png,PAT_1109_437_254_mask.png
1570009,141933.0,0.09040266648152973,1483.343325219257,1.2336447559411106,0.9800852109904223,0.5898265005239659,1281,PAT_110_165_583.png,PAT_110_165_583_mask.png
5978025,830019.0,0.13884501988533002,12391.31810284181,14.720993271439323,0.536703885905832,0.8070985824511098,10035,PAT_110_397_52.png,PAT_110_397_52_mask.png
736164,89640.0,0.12176634554256932,1140.0041840821061,1.1537220121406195,0.9882913276443739,0.5858808673363538,1000,PAT_1113_458_387.png,PAT_1113_458_387_mask.png
561000,2380.0,0.004242424242424243,192.50966799187808,1.2391339869062352,0.9702405218100285,0.8027010342977845,166,PAT_1118_470_710.png,PAT_1118_470_710_mask.png
86436,12624.0,0.14605025683742884,429.78888860545663,1.1644035396073162,0.9722735674676525,0.4081696853517279,366,PAT_1122_479_664.png,PAT_1122_479_664_mask.png
409600,39932.0,0.097490234375,827.3523804664972,1.3641122692634684,0.9348472433571345,0.6260345498554962,718,PAT_1124_489_151.png,PAT_1124_489_151_mask.png
409600,5111.0,0.01247802734375,268.5512985522207,1.1228940185375769,0.9878237340548899,0.6779153596053957,235,PAT_1125_492_523.png,PAT_1125_492_523_mask.png
561001,61003.0,0.10873955661398108,1184.655987697715,1.8307264258801337,0.8223866914718649,0.8982501917529705,1014,PAT_1128_497_29.png,PAT_1128_497_29_mask.png
606841,69413.0,0.11438416323221404,1015.3351365237941,1.1818657639804393,0.9871158577340405,0.5947551768839727,889,PAT_1129_498_930.png,PAT_1129_498_930_mask.png
384400,106131.0,0.2760952133194589,1454.5798692519666,1.5864377126632527,0.9247760621797776,0.6420335423865207,1257,PAT_112_168_360.png,PAT_112_168_360_mask.png
1488400,107470.0,0.0722050524052674,1277.5605332682103,1.2085534462128285,0.980798364575538,0.4777768707847587,1133,PAT_112_171_863.png,PAT_112_171_863_mask.png
855625,295923.0,0.34585595325054785,2431.991124221509,1.59050627213711,0.9432500231092638,0.9088535402523669,2008,PAT_1130_501_181.png,PAT_1130_501_181_mask.png
1960000,33191.0,0.016934183673469386,735.8376618407357,1.2981767391830679,0.9387656974770902,0.7409049804942607,624,PAT_1132_508_325.png,PAT_1132_508_325_mask.png
1837380,214599.0,0.11679619893544069,2531.3393206059,2.376091565593443,0.7988140571083987,0.8206137042975983,2265,PAT_1133_510_956.png,PAT_1133_510_956_mask.png
247009,11562.0,0.04680801104413199,418.29141392239825,1.204245608213504,0.9854257223216568,0.7358431905463757,369,PAT_1136_517_92.png,PAT_1136_517_92_mask.png
169744,26638.0,0.15693043642190593,704.7838379715732,1.4838855101153874,0.9258306687056861,0.5600383944356028,612,PAT_1138_520_154.png,PAT_1138_520_154_mask.png
1530169,5969.0,0.003900876308433905,290.35028842544403,1.12391399904651,0.9831988140339318,0.6445148912112354,251,PAT_1139_523_682.png,PAT_1139_523_682_mask.png
898704,487496.0,0.5424433406327334,3505.2034611053286,2.005605643993841,0.9834992686740304,0.6069955072590173,3073,PAT_113_172_610.png,PAT_113_172_610_mask.png
356409,12827.0,0.03598955133007303,505.9726547895302,1.588250985326466,0.9669078848183326,0.9216119321043145,431,PAT_1141_526_416.png,PAT_1141_526_416_mask.png
396900,3673.0,0.009254220206601159,233.3380951166243,1.17961559072469,0.9709225482421359,0.5894948517032627,206,PAT_1145_534_529.png,PAT_1145_534_529_mask.png
210681,29203.0,0.13861240453576734,825.3879143724298,1.8564312844476936,0.9593626806833114,0.4148842214708616,731,PAT_1148_542_708.png,PAT_1148_542_708_mask.png
80656,11335.0,0.14053511208093633,485.5462479183374,1.6551212568676545,0.8991036725628619,0.889697712421556,423,PAT_114_173_213.png,PAT_114_173_213_mask.png
3534400,55375.0,0.015667440018107742,924.8082245892127,1.2290789013804146,0.9836575184297007,0.7427956142254015,808,PAT_1151_551_241.png,PAT_1151_551_241_mask.png
320356,9433.0,0.029445367029180037,371.26197667087547,1.1627898890993993,0.9834236864053377,0.5823376901931856,317,PAT_1153_555_98.png,PAT_1153_555_98_mask.png
265225,4591.0,0.017309831275332265,272.492424049175,1.2870390022152076,0.9429040870815363,0.5293895198530181,229,PAT_1158_570_376.png,PAT_1158_570_376_mask.png
55696,4971.0,0.08925237000861821,283.27922061357856,1.284623346670283,0.969383775351014,0.8113603570880132,246,PAT_115_1138_870.png,PAT_115_1138_870_mask.png
562500,11678.0,0.020760888888888888,505.723917448001,1.7428044168021382,0.9494308943089431,0.46261913963103896,442,PAT_115_1138_970.png,PAT_115_1138_970_mask.png
187489,26025.0,0.1388081434110801,665.8965363437815,1.3558539467376018,0.9630328596802842,0.8481310363541791,564,PAT_115_175_206.png,PAT_115_175_206_mask.png
